horse_id,horse_name,sire,sire_id,sire_sire,sire_dam
2012100683,マイネルプロンプト,マツリダゴッホ,2003104570,サンデーサイレンスSunday Silence(米),Halo
2013101904,マイネルヴァッサー,ステイゴールド,1994108729,サンデーサイレンスSunday Silence(米),Halo
2014100566,ヤマニンバンタジオ,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2014101586,シャイニーゲール,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2014102562,アーバンイェーガー,エンパイアメーカーEmpire Maker(米),000a010542,Unbridled,Fappiano(米)
2014102625,ダイメイフジ,アグネスデジタル,1997110025,Crafty Prospector,Mr. Prospector
2014103040,エイシンクリック,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2014103514,パワフルヒロコ,メイショウボーラー,2001100650,タイキシャトル,Devil's Bag
2014103896,メイショウハチク,マンハッタンカフェ,1998101554,サンデーサイレンスSunday Silence(米),Halo
2014103963,ヨドノビクトリー,クロフネ,1998110135,フレンチデピュティFrench Deputy(米),Deputy Minister
2014104716,アッティーヴォ,フリオーソ,2004106867,ブライアンズタイムBrian's Time(米),Roberto
2014106286,デストロイ,キングヘイロー,1995104427,ダンシングブレーヴDancing Brave(米),Lyphard
2014109137,コウユーヌレエフ,ロージズインメイRoses in May(米),000a010a10,Devil His Due,Devil's Bag
2015100274,ヴィジョンオブラヴ,キングヘイロー,1995104427,ダンシングブレーヴDancing Brave(米),Lyphard
2015100744,マイネルファンロン,ステイゴールド,1994108729,サンデーサイレンスSunday Silence(米),Halo
2015100822,タイセイアベニール,ベーカバドBehkabad(仏),000a011dc0,Cape Cross,Green Desert
2015101447,クリノフラッシュ,エイシンフラッシュ,2007102951,キングズベストKing's Best(米),Kingmambo(米)
2015101654,アフリカンゴールド,ステイゴールド,1994108729,サンデーサイレンスSunday Silence(米),Halo
2015102127,スズカノロッソ,モンテロッソMonterosso(英),000a011b05,Dubawi,Dubai Millennium(英)
2015103109,メイショウミライ,サウスヴィグラス,1996110138,エンドスウィープEnd Sweep(米),フォーティナイナーForty Niner(米)
2015103217,アルドーレ,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2015103340,メイショウキョウジ,ダイワメジャー,2001103114,サンデーサイレンスSunday Silence(米),Halo
2015103357,メイショウドウドウ,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2015103616,メイショウオーパス,メイショウボーラー,2001100650,タイキシャトル,Devil's Bag
2015103867,ウメタロウ,プリサイスエンドPrecise End(米),000a00fe9b,エンドスウィープEnd Sweep(米),フォーティナイナーForty Niner(米)
2015104186,ゼーゲン,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2015104364,トゥラヴェスーラ,ドリームジャーニー,2004102753,ステイゴールド,サンデーサイレンスSunday Silence(米)
2015104367,ジャディード,シンボリクリスエス,1999110099,Kris S.,Roberto
2015104512,スヴァルナ,ステイゴールド,1994108729,サンデーサイレンスSunday Silence(米),Halo
2015104582,ケイティクレバー,ハービンジャーHarbinger(英),000a011996,Dansili,デインヒルDanehill(米)
2015104589,マサハヤニース,ワークフォースWorkforce(英),000a011a7f,キングズベストKing's Best(米),Kingmambo(米)
2015104675,アンブロジオ,ローズキングダム,2007103404,キングカメハメハ,Kingmambo(米)
2015104699,フレッチア,Dansili,000a010a5f,デインヒルDanehill(米),Danzig
2015104707,グレンガリー,ハービンジャーHarbinger(英),000a011996,Dansili,デインヒルDanehill(米)
2015104713,アドマイヤアルバ,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2015104714,レッドヴェイロン,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2015104887,ナンヨープランタン,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2015105032,ユーキャンスマイル,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2015105033,オウケンムーン,オウケンブルースリ,2005102548,ジャングルポケット,トニービンTony Bin(愛)
2015105276,シセイヒテン,ノヴェリストNovellist(愛),000a012230,Monsun,Konigsstuhl
2015105399,ギガバッケン,アイルハヴアナザーI'll Have Another(米),000a011ed3,Flower Alley,Distorted Humor(米)
2015105440,ザスリーサーティ,ステイゴールド,1994108729,サンデーサイレンスSunday Silence(米),Halo
2015105573,エクスパートラン,ステイゴールド,1994108729,サンデーサイレンスSunday Silence(米),Halo
2015105583,イベリア,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2015105850,カイザーメランジェ,サクラオリオン,2002104686,エルコンドルパサー,Kingmambo(米)
2015105868,サクラアリュール,ゴールドアリュール,1999106689,サンデーサイレンスSunday Silence(米),Halo
2015110032,アサクサゲンキ,Stormy Atlantic,000a010b85,Storm Cat(米),Storm Bird
2015110066,ジャスパーウィン,Jimmy Creed(米),000a012a62,Distorted Humor(米),フォーティナイナーForty Niner(米)
2015110073,ジャスパープリンス,Violence,000a013951,Medaglia d'Oro,El Prado
2016100126,ダディーズトリップ,ドリームジャーニー,2004102753,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016100158,ダイシンクローバー,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2016100201,キョウワウォール,ベルシャザール,2008103004,キングカメハメハ,Kingmambo(米)
2016100272,ヴァンケドミンゴ,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2016100297,カシノブレンド,キャプテントゥーレ,2005102216,アグネスタキオン,サンデーサイレンスSunday Silence(米)
2016100349,ケイアイパープル,パイロPyro(米),000a01176a,Pulpit,A.P. Indy
2016100484,キーフェイス,エスポワールシチー,2005102837,ゴールドアリュール,サンデーサイレンスSunday Silence(米)
2016100507,ヒロノトウリョウ,グランプリボス,2008103388,サクラバクシンオー,サクラユタカオー
2016100550,ヒルノダカール,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2016100598,マッスルビーチ,メイショウサムソン,2003102205,オペラハウスOpera House(英),Sadler's Wells(米)
2016100614,トゥルボー,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016100617,スマッシングハーツ,ヘニーヒューズHenny Hughes(米),000a011155,ヘネシーHennessy(米),Storm Cat(米)
2016100742,ナミブ,ナカヤマフェスタ,2006102424,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016100752,マイネルウィルトス,スクリーンヒーロー,2004103328,グラスワンダー,Silver Hawk
2016100763,コスモカレンドゥラ,ノヴェリストNovellist(愛),000a012230,Monsun,Konigsstuhl
2016100930,パルフェアンジュ,カネヒキリ,2002100978,フジキセキ,サンデーサイレンスSunday Silence(米)
2016100952,ヴァリアント,スクリーンヒーロー,2004103328,グラスワンダー,Silver Hawk
2016101093,ダンツキャッスル,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2016101493,パドカトル,パドトロワ,2007102760,スウェプトオーヴァーボードSwept Overboard(米),エンドスウィープEnd Sweep(米)
2016101650,モメチョッタ,タイキシャトル,1994109686,Devil's Bag,Halo
2016101745,ゲンパチルシファー,トゥザグローリー,2007103265,キングカメハメハ,Kingmambo(米)
2016101865,カルリーノ,マツリダゴッホ,2003104570,サンデーサイレンスSunday Silence(米),Halo
2016101956,オルダージュ,タイキシャトル,1994109686,Devil's Bag,Halo
2016102073,ホープフルサイン,モンテロッソMonterosso(英),000a011b05,Dubawi,Dubai Millennium(英)
2016102080,ショーヒデキラ,ディープブリランテ,2009105084,ディープインパクト,サンデーサイレンスSunday Silence(米)
2016102111,ファタリテ,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2016102133,パトリック,ワークフォースWorkforce(英),000a011a7f,キングズベストKing's Best(米),Kingmambo(米)
2016102142,アイアムハヤスギル,ヨハネスブルグJohannesburg(米),000a0103b9,ヘネシーHennessy(米),Storm Cat(米)
2016102175,ダンディズム,マンハッタンカフェ,1998101554,サンデーサイレンスSunday Silence(米),Halo
2016102177,メイショウウズマサ,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2016102201,ヒュミドール,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016102229,フィデリオグリーン,ザサンデーフサイチ,2004102855,ダンスインザダーク,サンデーサイレンスSunday Silence(米)
2016102333,マーベラスアゲン,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2016102362,エターナルヴィテス,トゥザグローリー,2007103265,キングカメハメハ,Kingmambo(米)
2016102370,ヘリオス,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016102412,ヨンク,カネヒキリ,2002100978,フジキセキ,サンデーサイレンスSunday Silence(米)
2016102442,ホッコーメヴィウス,ダイワメジャー,2001103114,サンデーサイレンスSunday Silence(米),Halo
2016102446,ワンダーヘイルネス,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2016102534,イーサンパンサー,スズカフェニックス,2002107011,サンデーサイレンスSunday Silence(米),Halo
2016102550,シュブリーム,ジャングルポケット,1998101786,トニービンTony Bin(愛),カンパラKampala(英)
2016102663,ハギノアトラス,クロフネ,1998110135,フレンチデピュティFrench Deputy(米),Deputy Minister
2016102767,プレイリードリーム,ドリームジャーニー,2004102753,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016102801,ロングファイナリー,トーセンジョーダン,2006103169,ジャングルポケット,トニービンTony Bin(愛)
2016102904,ボンベール,ブラックタイド,2001103312,サンデーサイレンスSunday Silence(米),Halo
2016103092,コルドゥーン,トゥザグローリー,2007103265,キングカメハメハ,Kingmambo(米)
2016103252,ジェミニキング,トランセンド,2006104736,ワイルドラッシュWild Rush(米),Wild Again
2016103387,ナイママ,ダノンバラード,2008103548,ディープインパクト,サンデーサイレンスSunday Silence(米)
2016103409,ジェイエルフラッグ,タイムパラドックス,1998101683,ブライアンズタイムBrian's Time(米),Roberto
2016103444,ニシノデイジー,ハービンジャーHarbinger(英),000a011996,Dansili,デインヒルDanehill(米)
2016103690,クリノガウディー,スクリーンヒーロー,2004103328,グラスワンダー,Silver Hawk
2016103730,ザイツィンガー,ドリームジャーニー,2004102753,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016103884,シャイニーロック,ベルシャザール,2008103004,キングカメハメハ,Kingmambo(米)
2016104152,トーアシオン,プリサイスエンドPrecise End(米),000a00fe9b,エンドスウィープEnd Sweep(米),フォーティナイナーForty Niner(米)
2016104227,ジョニーズララバイ,マンハッタンカフェ,1998101554,サンデーサイレンスSunday Silence(米),Halo
2016104238,ヤップヤップヤップ,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2016104252,ニューツーリズム,ドリームジャーニー,2004102753,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016104319,サトノエルドール,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2016104335,ザメイダン,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2016104451,シークレットラン,ダンカークDunkirk(米),000a012185,Unbridled's Song(米),Unbridled
2016104519,レッドエンヴィー,ジャスタウェイ,2009106461,ハーツクライ,サンデーサイレンスSunday Silence(米)
2016104556,ジェットモーション,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2016104618,ボッケリーニ,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2016104624,ハヤヤッコ,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2016104635,ボスジラ,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2016104656,ヒシゲッコウ,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2016104665,ミトロジー,ダイワメジャー,2001103114,サンデーサイレンスSunday Silence(米),Halo
2016104668,カリボール,ジャスタウェイ,2009106461,ハーツクライ,サンデーサイレンスSunday Silence(米)
2016104677,イシュタルゲート,ベルシャザール,2008103004,キングカメハメハ,Kingmambo(米)
2016104691,セグレドスペリオル,トーセンホマレボシ,2009106092,ディープインパクト,サンデーサイレンスSunday Silence(米)
2016104711,カテドラル,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2016104762,プライドランド,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2016104851,ヒンドゥタイムズ,ハービンジャーHarbinger(英),000a011996,Dansili,デインヒルDanehill(米)
2016104874,ソルドラード,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2016104877,ヒシイグアス,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2016104887,ハーツイストワール,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2016104926,フォルコメン,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2016104946,シルヴァーソニック,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016104982,リバーシブルレーン,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2016104998,アスティ,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016105014,テンナイトパール,ゴールドアリュール,1999106689,サンデーサイレンスSunday Silence(米),Halo
2016105042,キスラー,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2016105060,トオヤリトセイト,ドリームジャーニー,2004102753,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016105171,ピノクル,キングカメハメハ,2001103460,Kingmambo(米),Mr. Prospector
2016105188,レッドルゼル,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2016105206,ダノンラスター,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2016105223,ルプリュフォール,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2016105239,ラストドラフト,ノヴェリストNovellist(愛),000a012230,Monsun,Konigsstuhl
2016105272,シフルマン,ハービンジャーHarbinger(英),000a011996,Dansili,デインヒルDanehill(米)
2016105367,ルヴォルグ,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2016105526,メロディーレーン,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016105681,スカーフェイス,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2016105750,サダムゲンヤ,サダムパテック,2008102652,フジキセキ,サンデーサイレンスSunday Silence(米)
2016105770,ビッグスコール,ダイワメジャー,2001103114,サンデーサイレンスSunday Silence(米),Halo
2016105797,コスモエスパーダ,レッドスパーダ,2006105511,タイキシャトル,Devil's Bag
2016105885,ニューモニュメント,ヘニーヒューズHenny Hughes(米),000a011155,ヘネシーHennessy(米),Storm Cat(米)
2016106022,アルママ,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2016106263,ラプタス,ディープブリランテ,2009105084,ディープインパクト,サンデーサイレンスSunday Silence(米)
2016106292,オールイズウェル,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2016106594,キングリスティア,ベルシャザール,2008103004,キングカメハメハ,Kingmambo(米)
2016106606,カラテ,トゥザグローリー,2007103265,キングカメハメハ,Kingmambo(米)
2016109087,スパーダネーラ,スクワートルスクワートSquirtle Squirt(米),000a000da4,Marquetry,Conquistador Cielo(米)
2016110104,デュアルキャリアー,War Front,000a011d00,Danzig,Northern Dancer(加)
2016110119,ジャスパージャック,デクラレーションオブウォー,000a0136f6,War Front,Danzig
2016110131,ピアシック,Central Banker,000a013eed,Speightstown(米),Gone West
2016110158,フォッサマグナ,War Front,000a011d00,Danzig,Northern Dancer(加)
2017100005,リトルクレバー,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100084,ナムラカミカゼ,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100091,スマートクラージュ,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2017100141,クィーンアドバンス,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2017100169,ソルトキャピタル,ワールドエース,2009106353,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100240,スノーテーラー,アドマイヤコジーン,1996106512,Cozzene,Caro
2017100316,サペラヴィ,ローズキングダム,2007103404,キングカメハメハ,Kingmambo(米)
2017100360,ハーツシンフォニー,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2017100367,サトノファビュラス,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2017100392,ロンズデールベルト,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2017100403,プライムライン,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2017100415,ラブスピール,スピルバーグ,2009105961,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100426,グレアミラージュ,ディープブリランテ,2009105084,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100434,ヴェントヴォーチェ,タートルボウルTurtle Bowl(愛),000a012045,Dyhim Diamond,Night Shift
2017100436,グレートバローズ,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2017100447,リュクスウォリアー,マジェスティックウォリアーMajestic Warrior(米),000a011e9c,A.P. Indy,Seattle Slew
2017100451,シルバーエース,ワールドエース,2009106353,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100452,ルクルト,キングズベストKing's Best(米),000a0022d2,Kingmambo(米),Mr. Prospector
2017100461,ワンスカイ,スウェプトオーヴァーボードSwept Overboard(米),000a00fa34,エンドスウィープEnd Sweep(米),フォーティナイナーForty Niner(米)
2017100464,エヒト,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2017100583,ディヴィナシオン,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2017100614,コーリングローリー,ヘニーヒューズHenny Hughes(米),000a011155,ヘネシーHennessy(米),Storm Cat(米)
2017100641,カイトレッド,ゴールドヘイロー,1997101264,サンデーサイレンスSunday Silence(米),Halo
2017100655,プリンセスララア,スピルバーグ,2009105961,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017100660,ポピュラーソング,アンライバルド,2006103308,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2017100728,シャイニーズラン,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2017100811,デルマオニキス,オンファイア,2003102809,サンデーサイレンスSunday Silence(米),Halo
2017100922,フチサンメルチャン,アンライバルド,2006103308,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2017100988,サンライズホープ,マジェスティックウォリアーMajestic Warrior(米),000a011e9c,A.P. Indy,Seattle Slew
2017100992,サンライズシェリー,ヨハネスブルグJohannesburg(米),000a0103b9,ヘネシーHennessy(米),Storm Cat(米)
2017101036,クリノホノオ,メイショウサムソン,2003102205,オペラハウスOpera House(英),Sadler's Wells(米)
2017101109,ヘイセイメジャー,マジェスティックウォリアーMajestic Warrior(米),000a011e9c,A.P. Indy,Seattle Slew
2017101121,ボンボヤージ,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2017101159,アイアムイチリュウ,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2017101170,ファルコンビーク,スマートファルコン,2005100097,ゴールドアリュール,サンデーサイレンスSunday Silence(米)
2017101184,プロミストウォリア,マジェスティックウォリアーMajestic Warrior(米),000a011e9c,A.P. Indy,Seattle Slew
2017101230,ピースディオン,ロジユニヴァース,2006103140,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2017101322,ヒルノエドワード,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2017101355,クリノサンシャイン,ベーカバドBehkabad(仏),000a011dc0,Cape Cross,Green Desert
2017101376,ビレッジイーグル,ベーカバドBehkabad(仏),000a011dc0,Cape Cross,Green Desert
2017101380,ベルダーイメル,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017101423,ウイングレイテスト,スクリーンヒーロー,2004103328,グラスワンダー,Silver Hawk
2017101429,ウインカーネリアン,スクリーンヒーロー,2004103328,グラスワンダー,Silver Hawk
2017101436,ウインエアフォルク,ゴールドシップ,2009102739,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017101448,ウインアステロイド,リアルインパクト,2008103244,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017101489,ドラゴンズバック,ベーカバドBehkabad(仏),000a011dc0,Cape Cross,Green Desert
2017101534,オーヴァーネクサス,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017101556,スカイテラス,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017101560,ケイアイドリー,エスポワールシチー,2005102837,ゴールドアリュール,サンデーサイレンスSunday Silence(米)
2017101562,ダイシンウィット,サウスヴィグラス,1996110138,エンドスウィープEnd Sweep(米),フォーティナイナーForty Niner(米)
2017101571,サイヤダンサー,ベーカバドBehkabad(仏),000a011dc0,Cape Cross,Green Desert
2017101624,クリノヴィンセント,アスカクリチャン,2007104599,スターリングローズ,アフリートAfleet(加)
2017101707,ロバートソンキー,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2017101719,タガノビューティー,ヘニーヒューズHenny Hughes(米),000a011155,ヘネシーHennessy(米),Storm Cat(米)
2017101726,オカリナ,グランプリボス,2008103388,サクラバクシンオー,サクラユタカオー
2017101730,タガノペルマネンテ,エイシンフラッシュ,2007102951,キングズベストKing's Best(米),Kingmambo(米)
2017101746,マイネルデステリョ,エイシンフラッシュ,2007102951,キングズベストKing's Best(米),Kingmambo(米)
2017101767,ベンガン,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017101771,ヤマニンエルモサ,エピファネイア,2010104155,シンボリクリスエス,Kris S.
2017101772,ヤマニンガラッシア,ディープインパクト,2002100816,サンデーサイレンスSunday Silence(米),Halo
2017101804,サヴァイヴ,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2017101877,マイネルイリャルギ,ベーカバドBehkabad(仏),000a011dc0,Cape Cross,Green Desert
2017101915,マイネルコロンブス,ゴールドシップ,2009102739,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017101991,テンジュイン,ジョーカプチーノ,2006100529,マンハッタンカフェ,サンデーサイレンスSunday Silence(米)
2017102011,キタノヴィジョン,メイショウボーラー,2001100650,タイキシャトル,Devil's Bag
2017102043,ファイヴレター,タイムパラドックス,1998101683,ブライアンズタイムBrian's Time(米),Roberto
2017102082,レーヴドオルフェ,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017102084,ヒルノアントラ,ハーツクライ,2001103038,サンデーサイレンスSunday Silence(米),Halo
2017102145,クリノニキータ,ヴァンセンヌ,2009106525,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017102170,ディープボンド,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017102171,セツメンノトビウオ,クロフネ,1998110135,フレンチデピュティFrench Deputy(米),Deputy Minister
2017102518,ネバーゴーンアウト,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2017102537,フォワードアゲン,ローズキングダム,2007103404,キングカメハメハ,Kingmambo(米)
2017102599,テイエムファルコン,スマートファルコン,2005100097,ゴールドアリュール,サンデーサイレンスSunday Silence(米)
2017102603,テイエムイダテン,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2017102751,ワンダーサーイター,ワンダーアキュート,2006106794,カリズマティックCharismatic(米),Summer Squall(米)
2017102809,ガリレイ,ヴィクトワールピサ,2007102923,ネオユニヴァース,サンデーサイレンスSunday Silence(米)
2017102835,ロッシュローブ,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2017102838,ハーモニーマゼラン,ダイワメジャー,2001103114,サンデーサイレンスSunday Silence(米),Halo
2017102872,ニルカンタテソーロ,Speightstown(米),000a011200,Gone West,Mr. Prospector
2017102892,ショウナンマリオ,トビーズコーナーToby's Corner(米),000a011fed,Bellamy Road,Concerto
2017102897,カレンシュトラウス,ルーラーシップ,2007103143,キングカメハメハ,Kingmambo(米)
2017102927,メイショウニタボウ,キンシャサノキセキ,2003110212,フジキセキ,サンデーサイレンスSunday Silence(米)
2017102930,スナークレジスト,トゥザグローリー,2007103265,キングカメハメハ,Kingmambo(米)
2017102940,ワンダーカタリナ,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017102946,オシリスブレイン,バゴBago(仏),2001190004,Nashwan,Blushing Groom(仏)
2017102952,マイネルクロンヌ,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017103000,バビット,ナカヤマフェスタ,2006102424,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017103005,ロードベイリーフ,ヴァンセンヌ,2009106525,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017103020,ダンツイノーバ,メイショウボーラー,2001100650,タイキシャトル,Devil's Bag
2017103048,ニンギルス,トゥザグローリー,2007103265,キングカメハメハ,Kingmambo(米)
2017103084,ヨドノドリーム,カリズマティックCharismatic(米),000a00fa33,Summer Squall(米),Storm Bird
2017103123,ヤマニンプレシオサ,ヴァンセンヌ,2009106525,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017103155,トモジャアルマンド,サウスヴィグラス,1996110138,エンドスウィープEnd Sweep(米),フォーティナイナーForty Niner(米)
2017103165,デンコウリジエール,メイショウボーラー,2001100650,タイキシャトル,Devil's Bag
2017103184,トゥルブレンシア,フリオーソ,2004106867,ブライアンズタイムBrian's Time(米),Roberto
2017103201,クリノプレミアム,オルフェーヴル,2008102636,ステイゴールド,サンデーサイレンスSunday Silence(米)
2017103255,シコウ,マツリダゴッホ,2003104570,サンデーサイレンスSunday Silence(米),Halo
2017103267,エクストラノート,アイルハヴアナザーI'll Have Another(米),000a011ed3,Flower Alley,Distorted Humor(米)
2017103278,シアープレジャー,マツリダゴッホ,2003104570,サンデーサイレンスSunday Silence(米),Halo
2017103283,ゴールドパラディン,スクリーンヒーロー,2004103328,グラスワンダー,Silver Hawk
2017103285,アースライザー,アイルハヴアナザーI'll Have Another(米),000a011ed3,Flower Alley,Distorted Humor(米)
2017103290,ハギノアレグリアス,キズナ,2010105827,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017103293,ホウオウエクレール,ブラックタイド,2001103312,サンデーサイレンスSunday Silence(米),Halo
2017103295,チェアリングソング,マツリダゴッホ,2003104570,サンデーサイレンスSunday Silence(米),Halo
2017103299,メタルスパーク,ジョーカプチーノ,2006100529,マンハッタンカフェ,サンデーサイレンスSunday Silence(米)
2017103309,ホウオウエンジェル,Dark Angel,000a0122b4,Acclamation,Royal Applause
2017103353,サーストンシカゴ,スピルバーグ,2009105961,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017103378,リアルシング,リアルインパクト,2008103244,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017103381,ティートラップ,シニスターミニスターSinister Minister(米),000a011099,Old Trieste,A.P. Indy
2017103384,ヤマカツレオン,スピルバーグ,2009105961,ディープインパクト,サンデーサイレンスSunday Silence(米)
2017103437,タイキスウォード,ダノンシャンティ,2007105709,フジキセキ,サンデーサイレンスSunday Silence(米)
2017103493,バウンティハンター,ゴールドアリュール,1999106689,サンデーサイレンスSunday Silence(米),Halo
2017103575,ケイアイメープル,カレンブラックヒル,2009106230,ダイワメジャー,サンデーサイレンスSunday Silence(米)
2017103616,ワルツフォーラン,ワイルドワンダー,2002104665,ブライアンズタイムBrian's Time(米),Roberto
2017103641,ケンシンコウ,パイロPyro(米),000a01176a,Pulpit,A.P. Indy
2017103656,ロードドミニオン,ロードカナロア,2008103552,キングカメハメハ,Kingmambo(米)
2017103688,リリーミニスター,シニスターミニスターSinister Minister(米),000a011099,Old Trieste,A.P. Indy
